email_body,subject_line,translation,
"Will,   Here is a list of the top items we need to work on to improve the position  and p&l reporting for the west desk.
My underlying goal is to create position managers and p&l reports that  represent all the risk held by the desk and estimate p&l with great accuracy.
Let's try and schedule a meeting for this Wednesday to go over the items  above.
Phillip
",Priority List,"[이름], [기업명]의 포지션과 손익 보고를 개선하기 위해 작업해야 할 주요 항목 목록입니다.
저의 기본 목표는 [기업명]가 보유한 모든 위험을 나타내고 손익을 매우 정확하게 추정하는 포지션 관리자와 손익 보고서를 만드는 것입니다.
위의 항목을 살펴보기 위해 이번 수요일에 회의 일정을 잡아보도록 합시다.

[이름2]
",
"Christy,   I read these points and they definitely need some touch up.
I don't  understand why we need to give our commentary on  why prices are so high in  California.
This subject has already gotten so much press.
Phillip
",Talking points about California Gas market,"[이름], 이 요점들을 읽었는데 확실히 수정이 필요해요.
캘리포니아의 가격이 왜 이렇게 높은지에 대한 해설을 왜 해야 하는지 이해가 안 가요.
이 주제는 이미 많은 언론의 관심을 받았어요.

[이름2]
",
"Jed,   I understand you have been contacted regarding a telephone interview to  discuss trading opportunities at  Enron.
I am sending you this message to  schedule the interview.
Please call or email me with a time that would be  convenient for you.
I look forward to speaking with you.
",Enron,"[이름], [기업명]에서의 거래 기회에 대해 논의하기 위한 전화 인터뷰에 관해 연락을 받았다고 들었습니다.
인터뷰 일정을 잡기 위해 이 메시지를 보냅니다.
편리한 시간을 알려주시면 전화나 이메일로 연락드리겠습니다.
통화할 수 있기를 기대합니다.",
"Griff,    Can you accomodate Dexter as we have in the past.
This has been very helpful  in establishing a fair index at Socal Border.
Phillip  Please cc me on the email with a guest password.
The sooner the better as  bidweek is underway.
",NGI access to eol,"[이름], 우리가 과거에 했던 것처럼 [이름1]를 수용할 수 있나요?
이것은 남부 국경에서 공정한 지수를 확립하는 데 매우 도움이 되었습니다.

[이름2]
게스트 비밀번호와 함께 이메일에 저를 참조해 주세요.
입찰주간이 진행 중이므로 빠를수록 좋습니다.",
"Lucy,  The apartments that have new tenants since December 15th are:   1,2,8,12,13,16,20a,20b,25,32,38,39.
Are we running an apartment complex or a motel?
Please update all lease information on the 1/12 rentroll and email it to me  this afternoon.
Phillip
",updated lease information,"[이름], 12월 15일 이후로 새 세입자가 들어온 아파트는 다음과 같습니다: 1,2,8,12,13,16,20a,20b,25,32,38,39.
우리는 아파트 단지를 운영하고 있습니까, 아니면 모텔을 운영하고 있습니까?
1/12 임대료 목록에 있는 모든 임대 정보를 업데이트하여 오늘 오후에 이메일로 보내주세요.

[이름1]",
"Liane,   As we discussed yesterday, I am concerned there has been an attempt to  manipulate the  El Paso San Juan monthly index.
A single buyer entered the  marketplace on both September 26 and 27 and paid above market prices  ($4.70-$4.80) for San Juan gas with the intent to distort the index.
At the  time of these trades, offers for physical gas at significantly (10 to 15  cents) lower prices were bypassed in order to establish higher trades to  report into the index calculation.
Additionally, these trades are out of  line with the associated financial swaps for San Juan.
We have compiled a list of financial and physical trades executed from  September 25 to September 27.
These are the complete list of trades from  Enron Online (EOL), Enron's direct phone conversations, and three brokerage  firms (Amerex, APB, and Prebon).
Please see the attached spreadsheet for a  trade by trade list and a summary.
We have also included a summary of gas  daily prices to illustrate the value of San Juan based on several spread  relationships.
The two key points from this data are as follows:   1.
The high physical prices on the 26th & 27th (4.75,4,80) are much greater  than the high financial trades (4.6375,4.665) on those days.
2.
The spread relationship between San Juan and other points (Socal &  Northwest)  is  consistent between the end of September and         October gas daily.
It doesn't make sense to have monthly indeces that  are dramatically different.
I understand you review the trades submitted for outliers.
Hopefully, the  trades submitted will reveal counterparty names and you will be able to  determine that there was only one buyer in the 4.70's and these trades are  outliers.
I wanted to give you some additional points of reference to aid in  establishing a reasonable index.
It is Enron's belief that the trades at  $4.70 and higher  were above market trades that should be excluded from the  calculation of index.
It is our desire to have reliable and accurate indeces against which to  conduct our physical and financial business.
Please contact me  anytime I can assist you towards this goal.
Sincerely,
",San Juan Index,"[이름], 어제 논의했듯이, 저는 [기업명] 월간 지수를 조작하려는 시도가 있었던 것에 대해 우려하고 있습니다.
단일 구매자가 9월 26일과 27일에 시장에 진입하여 지수를 왜곡하려는 의도로 [기업명] 가스에 대해 시장 가격($4.70-$4.80)보다 높은 가격을 지불했습니다.
이러한 거래 당시, 지수 계산에 보고할 더 높은 거래를 확립하기 위해 현물 가스에 대한 상당히 낮은 가격(10~15센트)의 제안은 우회되었습니다.
또한, 이러한 거래는 [기업명]의 관련 금융 스와프와 일치하지 않습니다.
저희는 9월 25일부터 9월 27일까지 실행된 금융 및 실물 거래 목록을 정리했습니다.
이것은 Enron Online(EOL), Enron의 직접 전화 대화, 3개의 중개 회사(Amerex, APB, Prebon)의 거래 전체 목록입니다.
거래별 목록과 요약은 첨부된 스프레드시트를 참조하세요.
또한 가스 일일 가격 요약도 포함했습니다. 여러 스프레드 관계에 기반한 [기업명]의 가치를 설명하기 위해.
이 데이터의 두 가지 핵심 요점은 다음과 같습니다. 1.
26일과 27일의 높은 물리적 가격(4.75,4,80)은 해당 날짜의 높은 금융 거래(4.6375,4.665)보다 훨씬 높습니다.
2.
[기업명]과 다른 지점(Socal 및 Northwest) 간의 스프레드 관계는 9월 말과 10월 가스 일별에서 일관됩니다.
월별 지수가 극적으로 다르다는 것은 말이 되지 않습니다.
이상치에 대해 제출된 거래를 검토하는 것으로 알고 있습니다.
제출된 거래에서 상대방 이름이 드러나고 4.70대에 구매자가 한 명뿐이었고 이러한 거래가 이상치라는 것을 확인할 수 있기를 바랍니다.
합리적인 지수를 설정하는 데 도움이 되는 몇 가지 추가 참조 사항을 제공하고 싶었습니다.
Enron은 4.70달러 이상의 거래가 지수 계산에서 제외되어야 할 시장 거래보다 높았다고 믿습니다.
우리는 물리적 및 재무적 사업을 수행하는 데 사용할 수 있는 신뢰할 수 있고 정확한 지수를 원합니다.
이 목표를 달성하는 데 도움이 될 수 있는 경우 언제든지 저에게 연락해 주십시오.",
"All -    In preparation for another round of Trading Track interviews for the ENA group, please be aware of the following dates...   October 10 - October 16 :  Initial phone interviews by two traders for External candidates.
October 24, 3:00 - 6:00pm :  Final interviews for internal and external candidates.
Please send either Karen Buckley or me the names of internal individuals who you feel would be a great candidate for the ENA Trading Track.
We look forward to your active participation.
Kind regards,
",ENA Trading Track Interviews,"모두 - ENA 그룹의 트레이딩 트랙 면접을 준비하기 위해 다음 날짜를 숙지하세요... 10월 10일 - 10월 16일: 외부 후보자를 위한 두 명의 트레이더가 실시하는 초기 전화 면접.
10월 24일, 오후 3시 - 오후 6시: 내부 및 외부 후보자를 위한 최종 면접.
[이름] 또는 저에게 ENA 트레이딩 트랙에 적합한 후보자라고 생각되는 내부 개인의 이름을 보내주세요.
여러분의 적극적인 참여를 기대합니다.
감사합니다.
",
"Gentlemen  I wanted to provide you an update on the status of the Refco private label platform deal.
We have had several meetings since I first presented the idea to you all.
Unfortunately, Refco's headquarters was in One World Financial Center which was severely damaged by debris from the World Trade Center collapse.
They suffered no human losses from the disaster, but their offices are off limits and all their computers and paper files are inaccessible for the time being.
They are up and running out of a Jersey City location with some back up capability.
To briefly summarize the discussion so far, ENW would build a Refco branded platform similar to EOL that would be accessed by Refco's customers.
Enron would provide transactable prices to the site with wider spreads and potentially smaller minimum volumes.
Refco customers would transact on the site with Refco as their counterparty and Refco would sleeve the transactions to Enron allowing us to consolidate our credit risk to a singular credit, Refco.
The products contemplated include various Nymex look-a-like products and other liquid swaps in oil, natural gas, and electricity.
Revenue would come to Enron in the form of license fees for the platform, transaction fees, and origination from the additional volume create by the wider margin products.
Revenue would come to Refco in the form of transaction fees.
Refco has a similar arrangement in place for FX with Dresner bank and have announced a similar platform for bonds and securities with Cantor Fitzgerald/E-speed.
All that being said, they are anxious to move the discussion forward and we have planned a visit for them to come to Houston in 2 weeks.
Attending will be Gary Weiss, SVP Refco Group Ltd. LLC and President & CEO of Refco F/X Ltd LLC, and Joe Murphy, CEO Refco Futures Ltd. LLC.
The purpose of this visit is for them to give us a presentation on the Refco Group of companies, discuss the products and estimations of revenue streams based on their current futures business, and discuss the possible structure of the deal.
The meeting is scheduled to begin at 2:30pm Thursday Oct 4 and expected to last the balance of the day and possibly into the next morning.
I will approach you all individually to get your feedback on how you would like to interact with them and when.
I realize there are significant issues to be addressed.
Refco currently has some 175,000 collateralized customer accounts ranging from Institutional Investors & locals down to individuals.
We have put these into 2 buckets which have different profiles.
Phase 1 would include the Top 2000 accounts which are largely substantial institutional investors, locals, and high net worth individuals.
If this proves successful, phase 2 would be rolled out with products designed to attract activity from the smaller investors.
The idea would be to automate the products as much as is practical.
Mark Tayor in Legal has already spoken with their counsel and is comfortable that they have reviewed all the legal angles thoroughly.
Refco advises that if the have accounts back up by collateral guaranteed by them, they become Eligible Contract Participants (ECPs) able to execute derivatives.
So, they believe that the majority of the 175,000 accounts they have could be ECPs for the purposes of this deal.
Credit is reviewing the Refco financials and we plan to discuss this thoroughly during their visit.
Please do not hesitate to contact me at x36413 if you have any questions or comments and I will be getting in touch with you early next week to get your feedback.
Regards
",REFCO Project Update,"신사 여러분, [기업명] 개인 상표 플랫폼 거래 현황에 대한 업데이트를 제공하고자 합니다.
저는 여러분께 이 아이디어를 처음 제시한 이후로 여러 차례 회의를 가졌습니다.
불행히도 [기업명]의 본사는 세계 무역 센터 붕괴로 인한 잔해로 심하게 파손된 원 월드 파이낸셜 센터에 있었습니다.
그들은 재난으로 인한 인적 피해는 없었지만, 사무실은 출입이 금지되어 있으며 모든 컴퓨터와 서류 파일은 당장 접근할 수 없습니다.
그들은 백업 기능이 있는 저지 시티의 한 지점에서 운영을 시작했습니다.
지금까지 논의한 내용을 간략히 요약하자면, ENW는 [기업명]의 고객이 접근할 수 있는 EOL과 유사한 [기업명] 브랜드 플랫폼을 구축할 것입니다.
Enron은 더 넓은 스프레드와 잠재적으로 더 작은 최소 거래량으로 사이트에 거래 가능한 가격을 제공할 것입니다.
[기업명] 고객은 [기업명]를 상대방으로 하여 사이트에서 거래하고 [기업명]는 거래를 Enron에 슬리브하여 신용 위험을 단일 신용인 [기업명]로 통합할 수 있도록 합니다.
고려 중인 상품에는 다양한 Nymex 유사 상품과 석유, 천연가스, 전기의 기타 유동자산 스왑이 포함됩니다.
수익은 플랫폼 라이선스 수수료, 거래 수수료, 더 넓은 마진 상품에서 발생하는 추가 거래량에서 발생하는 수익의 형태로 Enron에 발생합니다.
수익은 거래 수수료의 형태로 [기업명]에 발생합니다.
[기업명]는 Dresner 은행과 FX에 대한 유사한 계약을 맺었고 Cantor Fitzgerald/E-speed와 채권 및 증권에 대한 유사한 플랫폼을 발표했습니다.
이 모든 것을 말하면서, 그들은 논의를 진전시키고자 열망하고 있으며, 우리는 2주 후에 그들이 휴스턴을 방문할 수 있도록 계획했습니다.
참석자는 Refco Group Ltd. LLC의 SVP이자 Refco F/X Ltd LLC의 사장 겸 CEO인 [이름1]와 Refco Futures Ltd. LLC의 CEO인 [이름2]입니다.
이번 방문의 목적은 [기업명]에 대한 프레젠테이션을 제공하고, 현재 선물 사업에 기반한 수익 흐름의 제품과 추정치를 논의하고, 거래의 가능한 구조를 논의하는 것입니다.
회의는 10월 4일 목요일 오후 2시 30분에 시작하여 하루 종일, 그리고 아마도 다음날 아침까지 지속될 것으로 예상됩니다.
저는 여러분 모두에게 개별적으로 접근하여 여러분이 그들과 어떻게 그리고 언제 상호 작용하고 싶은지에 대한 피드백을 받을 것입니다.
저는 해결해야 할 중요한 문제가 있다는 것을 알고 있습니다.
[기업명]는 현재 기관 투자자와 지역 주민부터 개인에 이르기까지 약 175,000개의 담보 고객 계정을 보유하고 있습니다.
저희는 이를 서로 다른 프로필을 가진 두 개의 버킷으로 나누었습니다.
1단계에는 대부분 상당한 기관 투자자, 지역 주민, 순자산이 많은 개인인 상위 2000개 계정이 포함됩니다.
이것이 성공적이라면, 소규모 투자자의 활동을 유치하도록 설계된 제품으로 2단계가 출시될 것입니다.
아이디어는 제품을 가능한 한 자동화하는 것입니다.
법률 부서의 [이름3]는 이미 그들의 변호사와 이야기를 나누었고 그들이 모든 법적 측면을 철저히 검토했다고 확신합니다.
[기업명]는 그들이 보증한 담보로 백업된 계정이 있는 경우 파생 상품을 실행할 수 있는 적격 계약 참여자(ECP)가 된다고 조언합니다.
따라서 그들은 이 거래의 목적을 위해 그들이 보유한 175,000개 계정의 대부분이 ECP가 될 수 있다고 믿습니다.
Credit은 [기업명] 재무 제표를 검토하고 있으며, 우리는 그들이 방문하는 동안 이를 철저히 논의할 계획입니다.
질문이나 의견이 있으면 언제든지 [전화번호]으로 연락해 주십시오. 다음 주 초에 연락하여 피드백을 받겠습니다.
감사합니다.",
"i hpe thingsa re ok for you.obviously a shit load of rumours circulating .
we both know youll be ok personally but cant be fun.
if i can help you know where im at.
be cool
",stuff,"소문이 돌고 있지만, 당신이 괜찮기를 바랍니다.
우리 둘 다 당신이 개인적으로 괜찮을 거라는 걸 알지만 좋지도 않을거라고 생각해요
내가 도울 수 있다면 내가 어디 있는지 알려줄게요.
차분하게 지내세요.",
"Front to backs are huge Is the delivered basis market holding value or is it getting crushed?.
Heard about el paso oct feb roll, from where I'm at, thinking selling Oct and going long Feb phys is better than feb merc, rather stack length in winter front and bet on hording of existing storage given forecast At these levels I like owning winter physical against NYMEX short?Is the bias that the EFP's blow out further?
Frank
",Trade idea,"프런트 투 백은 엄청납니다. 전달된 기준 시장이 가치를 유지하고 있습니까? 아니면 무너지고 있습니까?
제가 있는 곳에서 엘파소 10월 2월 롤에 대해 들었습니다. 10월 매도하고 2월 phys를 매수하는 것이 2월 merc보다 낫다고 생각합니다. 오히려 겨울 프런트에서 스택 길이를 늘리고 예측을 감안할 때 기존 스토리지를 쌓아두는 데 베팅합니다. 이 수준에서는 NYMEX 숏에 비해 겨울 phys를 보유하는 것이 좋습니다. EFP가 더 폭발할 것이라는 편견이 있습니까?

[이름]",
"John,  As discussed, the AIG exposure is $57MM, and it is distributed among the price, option, and exotic books.
The attached spreadsheet details the dollar value and volume by month by book.
Please call if you have questions.
Tanya
",AIG positions,"[이름], 논의한 대로 AIG 노출은 5,700만 달러이며, 가격, 옵션 및 이국적 책에 분산되어 있습니다.
첨부된 스프레드시트에는 책별 월별 달러 가치와 거래량이 자세히 나와 있습니다.
질문이 있으면 전화해 주세요.

[이름1]",
"The following reports have been waiting for your approval for more than 4 days.
Please review.
Owner: Justin K Rostant Report Name: Rostant 112001 Days In Mgr.
Queue: 5
",Expense Reports Awaiting Your Approval,"다음 보고서는 4일 이상 승인을 기다리고 있습니다.
검토해 주세요.
소유자: [이름] 보고서 이름: [보고서 이름].
대기열: 5",
"John,  I am performing code updates to the stand-alone EOL workstation WNAEOL-48101 this evening and wanted to check with you to see at which point it would be convenient for you.
I assume after the business day would be acceptable and my intent is to start near 6:00 p.m. or, at any time you decide is convenient for you.
I called a short while ago and will do so again before proceeding, but if you receive this email and need to contact me, you may reach me at extension 5-7004.
Thanks.
Chris Jeska Terminal Server Operations.
",EOL Code Update,"[이름], 오늘 저녁에 독립형 EOL 워크스테이션 WNAEOL-48101에 대한 코드 업데이트를 수행하고 있으며, 언제쯤이 당신에게 편리한지 알아보고자 합니다.
업무일 이후가 적절할 것으로 생각하고 오후 6시경이나 당신에게 편리한 시간에 시작하려고 합니다.
얼마 전에 전화드렸고 진행하기 전에 다시 전화드리겠지만, 이 이메일을 받고 저에게 연락해야 하는 경우 내선 [전화번호]로 연락해 주시기 바랍니다.
감사합니다.

[이름] [부서]
",
"I would like to set up a brief meeting in the afternoon this week or next, to discuss increasing the liquidity in west basis on EOL.
It would be helpful for our desk to sit down with John Arnold and John Lavorato to openly discuss the importance of continuing to increase liquidity on EOL.
I would also like to put to rest the notion that increasing liquidity leads to negative P&L and that a Trader's support of EOL liquidity will go unrecognized at year end PRC.
Please email me with a response of when we could set up such a meeting.
Sincerely,
",Increasing EOL liquidity in West Basis,"이번 주 또는 다음 주 오후에 EOL에서 서부 기준의 유동성을 늘리는 것에 대해 논의하기 위한 간단한 회의를 설정하고 싶습니다.
[이름]와 [이름1]와 함께 앉아 EOL에서 유동성을 계속 늘리는 것의 중요성에 대해 공개적으로 논의하는 것이 도움이 될 것입니다.
또한 유동성 증가가 마이너스 P&L로 이어지고 트레이더가 EOL 유동성을 지원하면 연말 PRC에서 인정받지 못할 것이라는 생각을 없애고 싶습니다.
그러한 회의를 언제 설정할 수 있는지에 대한 답변을 이메일로 보내주십시오.",
"These were the messages in your voicemail:  1.
10/18/01 - Margaret Allen ....needed your advice on whether her sister should take job with Cal-Pine or Kinder Morgan  2.
10/19/01 - Adrianne Engler ....regarding candidantes that you were suppose to phone interview.
(you have sent her an email since this)  3.
10/23/01 - Bob Shults(X3-0397)....they met with Nymex last week and are getting ready send the proposal ont eh document you saw last week.
He wants to make sure that you                                          are okay with this and dont have any issues.
",Confidential - Voicemail Messages,"음성 메일에 적힌 메시지는 다음과 같습니다.
1. 2001년 10월 18일 - [이름]
자매가 [기업명]이나 [기업명1]에서 일해야 할지에 대한 조언이 필요했습니다.
2. 2001년 10월 19일 - [이름1] 
전화 인터뷰를 해야 할 후보자에 대해.
(이후로 이메일을 보냈습니다.)
3. 2001년 10월 23일 - [이름2]
그들은 지난주 Nymex와 만났고 지난주에 본 문서에 제안서를 보낼 준비를 하고 있습니다.
그는 당신이 이에 동의하고 아무런 문제가 없는지 확인하고 싶어합니다.
",
"Hey there.
We are going to be at Front Porch today if you aren't busy later.
You are invited to stop by and wear my necklace if you want.
Has your week been better than last week?
Talk to you soon.
Kim
",hi,"안녕하세요.
오늘은 [장소]에 있을 거예요. 나중에 바쁘지 않다면요.
원하신다면 들러서 제 목걸이를 착용하셔도 됩니다.
지난주보다 이번 주가 더 나았나요?
곧 얘기합시다.

[이름]",
"John, Would you have 45 minutes later this week for Eric and myself?
We'd like to give you a quick update on whats happening in the Atlantic basin in LNG, and also get an update from you on where the US Natgas market is heading.
Thanks,
",LNG Update,"[이름], 이번 주 후반에 [이름1]과 저를 위해 45분 정도 시간을 내주시겠어요?
LNG 분야에서 대서양 유역에서 무슨 일이 일어나고 있는지 간단히 알려드리고, 미국 천연가스 시장이 어디로 향하고 있는지에 대한 업데이트를 받고 싶습니다.
감사합니다.",
"My email system has recently developed a glitch.
It has come to my attention that some emails have been sent to me, but I never received them.
When this happens, the system does not return a 'mail not delivered' message to the sender.
If you have sent an email to me in the last couple weeks expecting a response, but did not hear back from me or my office, please call us.
I apologize for any misunderstanding or inconvenience.
Of course, issues requiring a timely response are always best handled over the phone, and until my email system is fixed it is best to either call me or email Rafael (rafael.herrera@ubspainewebber.com).
Thank you for your understanding.
> Michael Gapinski > Account Vice President > UBS PaineWebber, Inc. > Corporate Employee Financial Services > 713-654-0365 > 800-553-3119 x365 > Fax: 713-427-7539 > Cell: 281-435-0295 michael.gapinski@ubspainewebber.com  ****************************************************** Notice Regarding Entry of Orders and Instructions: Please do not transmit orders and/or instructions regarding your UBSPaineWebber account(s) by e-mail.
Orders and/or instructions transmitted by e-mail will
",Email Problems,"제 이메일 시스템에 최근에 오류가 생겼습니다.
저에게 몇 개의 이메일이 전송되었지만, 저는 받지 못했다는 사실을 알게 되었습니다.
이런 경우 시스템은 발신자에게 '메일이 전달되지 않음' 메시지를 반환하지 않습니다.
지난 몇 주 동안 저에게 답장을 기대하며 이메일을 보냈지만 저나 제 사무실에서 답장을 받지 못했다면 저희에게 전화해 주십시오.
오해나 불편을 끼쳐드려 죄송합니다.
물론, 적시에 답변이 필요한 문제는 항상 전화로 처리하는 것이 가장 좋으며, 이메일 시스템이 수정될 때까지는 저에게 전화하거나 [이름]([이메일 주소])에게 이메일을 보내는 것이 가장 좋습니다.
이해해 주셔서 감사합니다.",
